0,1,2,3
-2.389046181072657,1.5855156622546662,1.3158543798377538,-1.582611977255037
1.660241513695126,-0.7398117667304658,-0.23821172335704438,0.4527298715219394
1.788698580445768,-0.7010403846277347,-0.04217867390810427,0.1424199802596565
2.1021673419910702,-0.8286121082632434,-0.0128127240451087,0.23916231566433277
-2.7133815873261002,-0.23022558651843358,1.0181498660919401,-1.5085185016762692
2.178805244810776,-0.2737575077708146,-0.2723559937470736,-0.003456659462723415
-3.091565509642818,1.273103853084395,3.098060379190177,1.0827170848765233
1.1716455574761695,-0.9137803645975345,-0.6570144805642484,0.4948372924245148
0.6109838585504979,-0.8894935608664233,-0.6547650721686428,0.3277115872901523
-1.5359563622716532,0.5932071835435303,-1.5980584799492326,0.24236918868410715
-2.0539299366527533,0.8457089529461993,-1.1116016541652105,-0.1255574919761655
-2.852202597197822,-1.3347085834659915,0.3506653723858635,-0.8009577678494131
-2.2842858059815763,-0.6724603428601262,-0.002134288242992059,-0.8985580851214668
4.008733241554581,0.0674805992492199,0.5457867972994749,-0.716833420308131
0.25176517959482786,0.10478223551388757,0.35259153792967307,-0.11897073835826862
-0.7848806198413534,1.8844659799636738,0.7956041780338964,0.5890458091312594
-0.5457826931149955,-0.11004681254002947,-0.716241244781597,0.01567497575887888
3.272385609410387,0.6796503964044365,0.402144310262337,-0.39521925517892126
-2.852202597197822,-1.3347085834659915,0.3506653723858635,-0.8009577678494131
-1.9256049019474677,2.278356127434057,-2.366614834999717,0.19072970833356867
2.466621122742654,1.2541097344537708,1.454391788097108,1.0551672221379427
0.9585664637416541,-0.3142676402193318,1.1044962946585757,1.7756717770919168
-2.8563343050751944,-0.31775780176723023,1.088918142209286,-1.5467912017541896
-1.5353026280706643,3.9295925302321275,-0.5357644178163238,0.8213444120213828
1.896183639603583,0.27404887730395694,-0.7770540138741701,0.034070059725734146
-2.7763474737880425,-1.0079729963929493,0.2882473944827949,-1.0762216547345889
-2.852202597197822,-1.3347085834659915,0.3506653723858635,-0.8009577678494131
-2.4492668582260504,3.1201347214663913,1.2895087975812778,-1.7848874584958403
1.0327562732203284,-1.6491699564929576,-0.30824579295565385,0.8359153871978579
2.3221283383261895,-0.6274583462162607,-0.04922933831732193,-0.011253270440173772
