subject_SocSci,subject_Stem,num_of_prev_attempts,studied_credits,prop_submissions,avg_score,submission_distance,stu_activity_count,stu_activity_type_count,stu_total_clicks,stu_days_active,date_unregistration
0,1,-0.3410338021924921,3.1557218475938407,-1.0215963668656023,-0.9510197894882869,0.5441143468021116,-0.7950941729257818,-1.2520175598389387,-0.6795560228317181,-0.8221438461867069,52.0
1,0,-0.3410338021924921,-0.479313560215334,0.7750791249617329,1.1192542402849512,-0.10703677351966173,0.5790908893257952,0.4745738682052399,0.24362013972081772,0.872156207055028,261.0
0,1,-0.3410338021924921,-0.479313560215334,0.9485512414140274,1.2573748773909055,-0.37083645816284166,0.5364804997986146,0.18680863019787677,0.37099507860464864,0.8169072922754063,290.0
1,0,-0.3410338021924921,-0.479313560215334,0.9919192705271008,1.0010186754471693,-0.42927309716607776,1.1143839077610025,0.4745738682052399,0.3014647220579703,1.1484007809531371,255.0
0,1,-0.3410338021924921,0.9747006029083358,-1.3933223306919473,-1.296513323105182,-0.8149549145874357,-0.8483571598347577,-1.827548035853665,-0.7000061276983882,-0.9326416757459504,5.0
0,1,-0.3410338021924921,-0.479313560215334,1.0085992817244374,0.8143635792085034,-0.4125769145937246,0.6962694605255422,1.050104344219966,0.9885882455780856,0.6143279380834598,290.0
0,1,3.715881078383095,0.9747006029083358,-1.3933223306919473,-1.296513323105182,-0.8149549145874357,-0.8590097572165528,-2.115313273861028,-0.7040961486717223,-1.0063068954521128,9.0
0,1,-0.3410338021924921,-1.206320641777169,0.6883430667355858,0.715641016679614,-0.42259462413713644,-0.014791414709285544,0.762339106212603,0.004646057136015714,0.43016488881805376,289.0
0,1,-0.3410338021924921,-1.206320641777169,0.6883430667355858,0.1029658170656537,-0.42259462413713644,0.014503228090651176,0.4745738682052399,-0.0304112654925616,-0.04865903927200176,290.0
1,0,-0.3410338021924921,-0.479313560215334,-0.9596420395612114,-0.9068733935261282,1.72453445466748,-0.5607370305262881,-0.10095660780948634,-0.5609454146050316,-0.2880710033170295,289.0
1,0,-0.3410338021924921,0.2476935213465009,-1.1764821851265794,-1.1084112881359836,1.6160092679471845,-0.6566104069624445,-0.38872184581684943,-0.5802269420507491,-0.6748134067743821,54.0
1,0,-0.3410338021924921,-0.479313560215334,-1.3933223306919473,-1.296513323105182,-0.8149549145874357,-0.8590097572165528,-2.115313273861028,-0.7040961486717223,-1.0063068954521128,-7.0
0,1,-0.3410338021924921,-0.479313560215334,-1.3933223306919473,-1.296513323105182,-0.8149549145874357,-0.8137362183439234,-0.9642523218315757,-0.6894889309098151,-0.8958090658928692,95.0
0,1,-0.3410338021924921,0.2476935213465009,1.2087594160924688,1.3545737248484582,-0.8149549145874357,2.3713903988128324,1.050104344219966,0.8828319889818774,2.584872565223303,261.0
1,0,-0.3410338021924921,0.9747006029083358,0.34139883383099673,0.15455951808577673,-0.04693051625919035,0.01716637743609997,0.4745738682052399,0.03795051363316416,-0.14074056390470474,208.0
0,1,1.6874236380953016,0.9747006029083358,-0.649870403039257,-0.7206907670770237,0.5023738903712286,-0.08935959638185174,0.4745738682052399,-0.3307356626773739,-0.15915686883124536,101.0
0,1,-0.3410338021924921,-0.479313560215334,-0.0922814572997392,-0.26786390901648016,0.3921790853936978,-0.3610008296176286,-0.10095660780948634,-0.36170296433261717,-0.23282208853740774,262.0
0,1,-0.3410338021924921,0.9747006029083358,1.0085992817244374,1.377429450918499,-0.4125769145937246,1.27417286848793,1.9134000582420554,0.9687224294218918,1.516726879483949,290.0
1,0,-0.3410338021924921,-0.479313560215334,-1.3933223306919473,-1.296513323105182,-0.8149549145874357,-0.8590097572165528,-2.115313273861028,-0.7040961486717223,-1.0063068954521128,261.0
