code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,course_length,date_registration,date_unregistration,status,prop_submissions,avg_score,submission_distance,stu_activity_count,stu_activity_type_count,stu_total_clicks,stu_days_active,mod_pres_vle_type_count,year,month,subject,final_result
AAA,2013J,M,East Anglian Region,HE Qualification,90-100%,55<=,0,240,N,268,-159.0,268.0,keep,1.0,81.5,0.0,108,6,587,23,9,2013,Oct,SocSci,Pass
AAA,2013J,F,Scotland,HE Qualification,20-30%,35-55,0,60,N,268,-53.0,268.0,keep,1.0,69.0,0.0,230,6,821,36,9,2013,Oct,SocSci,Pass
AAA,2013J,F,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,268,-52.0,268.0,keep,1.0,71.5,0.0,296,7,992,51,9,2013,Oct,SocSci,Pass
AAA,2013J,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,268,-176.0,268.0,keep,1.0,49.5,0.0,189,7,684,35,9,2013,Oct,SocSci,Pass
AAA,2013J,M,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,268,-110.0,268.0,keep,1.0,74.0,0.0,302,7,1060,58,9,2013,Oct,SocSci,Pass
AAA,2013J,M,Scotland,HE Qualification,30-40%,0-35,0,60,N,268,-67.0,268.0,keep,1.0,67.5,0.0,152,7,726,34,9,2013,Oct,SocSci,Pass
AAA,2013J,F,North Western Region,A Level or Equivalent,90-100%,0-35,0,120,N,268,-29.0,268.0,keep,1.0,72.0,0.0,247,7,663,39,9,2013,Oct,SocSci,Pass
AAA,2013J,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,N,268,-33.0,268.0,keep,1.0,70.0,0.0,237,7,770,49,9,2013,Oct,SocSci,Pass
AAA,2013J,M,South Region,Lower Than A Level,70-80%,35-55,0,60,N,268,-103.0,268.0,keep,1.0,72.0,0.0,205,6,778,45,9,2013,Oct,SocSci,Pass
AAA,2013J,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,268,-47.0,268.0,keep,1.0,73.5,0.0,215,7,809,44,9,2013,Oct,SocSci,Pass
AAA,2013J,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,268,-59.0,268.0,keep,1.0,69.0,0.0,186,7,725,32,9,2013,Oct,SocSci,Pass
AAA,2013J,F,North Western Region,HE Qualification,50-60%,0-35,0,60,N,268,-68.0,268.0,keep,1.0,79.0,0.0,430,7,1566,62,9,2013,Oct,SocSci,Pass
AAA,2013J,M,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,268,-67.0,268.0,keep,1.0,62.5,0.0,326,6,1304,68,9,2013,Oct,SocSci,Pass
AAA,2013J,F,West Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,268,-95.0,268.0,keep,1.0,59.5,0.0,126,9,551,25,9,2013,Oct,SocSci,Pass
AAA,2013J,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,150,N,268,-50.0,268.0,keep,1.0,39.0,0.0,43,5,76,7,9,2013,Oct,SocSci,Fail
AAA,2013J,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,268,-107.0,268.0,keep,1.0,66.5,0.0,318,7,1506,52,9,2013,Oct,SocSci,Pass
AAA,2013J,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,268,-27.0,268.0,keep,1.0,74.5,0.0,152,6,400,43,9,2013,Oct,SocSci,Pass
AAA,2013J,M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,268,-31.0,268.0,keep,1.0,74.5,0.0,244,6,775,50,9,2013,Oct,SocSci,Pass
AAA,2013J,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,268,-107.0,268.0,keep,1.0,60.5,0.0,217,7,1681,44,9,2013,Oct,SocSci,Pass
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,268,-62.0,268.0,keep,1.0,65.5,0.0,128,8,388,27,9,2013,Oct,SocSci,Pass
AAA,2013J,M,South Region,Lower Than A Level,80-90%,35-55,0,60,N,268,-103.0,268.0,keep,1.0,74.0,0.0,369,7,2146,54,9,2013,Oct,SocSci,Pass
AAA,2013J,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,268,-107.0,268.0,keep,1.0,83.0,0.0,324,6,922,72,9,2013,Oct,SocSci,Pass
AAA,2013J,M,London Region,HE Qualification,60-70%,0-35,0,60,N,268,-100.0,268.0,keep,1.0,73.0,0.0,121,6,490,18,9,2013,Oct,SocSci,Pass
AAA,2013J,M,South Region,HE Qualification,80-90%,35-55,0,60,N,268,5.0,175.0,keep,1.0,66.5,0.0,114,7,399,21,9,2013,Oct,SocSci,Withdrawn
AAA,2013J,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,268,-107.0,268.0,keep,1.0,54.0,0.0,107,5,392,18,9,2013,Oct,SocSci,Pass
AAA,2013J,M,East Anglian Region,HE Qualification,80-90%,35-55,0,60,N,268,-110.0,268.0,keep,1.0,63.5,0.0,175,6,468,35,9,2013,Oct,SocSci,Pass
AAA,2013J,F,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,268,-43.0,268.0,keep,0.5,40.0,54.0,260,9,1213,57,9,2013,Oct,SocSci,Pass
AAA,2013J,M,Yorkshire Region,Lower Than A Level,60-70%,35-55,0,60,N,268,-26.0,268.0,keep,1.0,79.0,0.0,465,8,1899,80,9,2013,Oct,SocSci,Pass
AAA,2013J,M,Yorkshire Region,HE Qualification,60-70%,35-55,0,60,N,268,-68.0,268.0,keep,1.0,76.5,0.0,235,7,729,50,9,2013,Oct,SocSci,Pass
AAA,2013J,M,Wales,HE Qualification,0-10%,0-35,0,60,N,268,-68.0,268.0,keep,1.0,71.0,0.0,179,6,792,36,9,2013,Oct,SocSci,Pass
AAA,2013J,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,268,-32.0,268.0,keep,1.0,74.5,0.0,177,6,741,44,9,2013,Oct,SocSci,Pass
AAA,2013J,M,East Midlands Region,HE Qualification,30-40%,0-35,0,120,N,268,-99.0,268.0,keep,1.0,68.0,0.0,52,6,127,11,9,2013,Oct,SocSci,Pass
AAA,2013J,M,South Region,A Level or Equivalent,40-50%,35-55,0,60,N,268,-82.0,268.0,keep,1.0,73.5,0.0,284,7,1103,51,9,2013,Oct,SocSci,Pass
AAA,2013J,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,180,N,268,-31.0,268.0,keep,1.0,67.5,0.0,213,6,563,38,9,2013,Oct,SocSci,Pass
AAA,2013J,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,120,N,268,-75.0,268.0,keep,1.0,64.0,0.0,36,6,157,8,9,2013,Oct,SocSci,Pass
AAA,2013J,F,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,268,-96.0,268.0,keep,1.0,85.0,0.0,201,8,1249,54,9,2013,Oct,SocSci,Distinction
AAA,2013J,F,South East Region,Lower Than A Level,90-100%,35-55,0,60,Y,268,-32.0,144.0,keep,1.0,61.5,0.0,106,6,284,23,9,2013,Oct,SocSci,Withdrawn
AAA,2013J,M,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,268,-195.0,268.0,keep,1.0,76.5,0.0,622,7,2509,79,9,2013,Oct,SocSci,Pass
AAA,2013J,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,240,N,268,-61.0,268.0,keep,1.0,75.5,0.0,234,6,813,31,9,2013,Oct,SocSci,Pass
AAA,2013J,M,South West Region,A Level or Equivalent,90-100%,0-35,0,345,N,268,-110.0,129.0,keep,0.5,22.5,54.0,38,7,134,7,9,2013,Oct,SocSci,Withdrawn
AAA,2013J,F,North Region,A Level or Equivalent,50-60%,35-55,0,60,N,268,-37.0,268.0,keep,1.0,70.5,0.0,219,7,810,32,9,2013,Oct,SocSci,Pass
AAA,2013J,F,South Region,HE Qualification,80-90%,35-55,0,60,N,268,-67.0,268.0,keep,1.0,62.5,0.0,623,9,2163,74,9,2013,Oct,SocSci,Pass
AAA,2013J,M,South West Region,HE Qualification,60-70%,0-35,0,120,N,268,-36.0,268.0,keep,1.0,56.0,0.0,85,5,275,20,9,2013,Oct,SocSci,Pass
AAA,2013J,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,268,-132.0,268.0,keep,1.0,52.5,0.0,105,7,267,16,9,2013,Oct,SocSci,Fail
AAA,2013J,M,North Region,Lower Than A Level,60-70%,0-35,0,120,N,268,-92.0,268.0,keep,1.0,74.5,0.0,145,6,445,41,9,2013,Oct,SocSci,Fail
AAA,2013J,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,Y,268,-174.0,158.0,keep,1.0,69.0,0.0,379,7,1269,69,9,2013,Oct,SocSci,Withdrawn
AAA,2013J,F,London Region,A Level or Equivalent,80-90%,0-35,0,150,N,268,-44.0,268.0,keep,1.0,51.0,0.0,21,3,40,6,9,2013,Oct,SocSci,Pass
AAA,2013J,M,London Region,A Level or Equivalent,0-10%,35-55,0,420,N,268,-16.0,268.0,keep,1.0,70.5,0.0,154,6,585,28,9,2013,Oct,SocSci,Pass
AAA,2013J,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,268,-54.0,268.0,keep,1.0,80.5,0.0,356,8,1655,74,9,2013,Oct,SocSci,Pass
AAA,2013J,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,268,-64.0,191.0,keep,1.0,80.0,0.0,198,8,777,33,9,2013,Oct,SocSci,Withdrawn
AAA,2013J,F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,268,-52.0,268.0,keep,1.0,80.0,0.0,148,7,599,32,9,2013,Oct,SocSci,Pass
AAA,2013J,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,268,-64.0,268.0,keep,1.0,70.0,0.0,54,5,122,13,9,2013,Oct,SocSci,Pass
AAA,2013J,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,268,-117.0,268.0,keep,1.0,59.0,0.0,218,7,683,42,9,2013,Oct,SocSci,Pass
AAA,2013J,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,268,-32.0,268.0,keep,1.0,77.5,0.0,129,6,346,16,9,2013,Oct,SocSci,Pass
AAA,2013J,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,268,-162.0,268.0,keep,1.0,81.0,0.0,654,8,2713,88,9,2013,Oct,SocSci,Pass
AAA,2013J,M,North Western Region,HE Qualification,70-80%,35-55,0,60,N,268,-92.0,268.0,keep,1.0,74.5,0.0,273,6,1467,56,9,2013,Oct,SocSci,Pass
AAA,2013J,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,180,N,268,-57.0,268.0,keep,1.0,39.5,0.0,26,4,101,8,9,2013,Oct,SocSci,Fail
AAA,2013J,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,268,-64.0,268.0,keep,1.0,60.0,0.0,353,6,967,64,9,2013,Oct,SocSci,Pass
AAA,2013J,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,268,-128.0,268.0,keep,1.0,55.0,0.0,272,6,1038,54,9,2013,Oct,SocSci,Pass
AAA,2013J,M,London Region,A Level or Equivalent,10-20,0-35,0,180,N,268,-32.0,268.0,keep,1.0,50.0,0.0,142,6,365,19,9,2013,Oct,SocSci,Pass
AAA,2013J,M,South West Region,HE Qualification,80-90%,35-55,0,170,N,268,-74.0,268.0,keep,1.0,63.5,0.0,245,9,725,65,9,2013,Oct,SocSci,Pass
AAA,2013J,M,London Region,HE Qualification,10-20,0-35,0,120,N,268,-12.0,268.0,keep,0.5,37.0,54.0,99,8,427,15,9,2013,Oct,SocSci,Fail
AAA,2013J,M,Scotland,HE Qualification,30-40%,35-55,0,60,N,268,-109.0,268.0,keep,1.0,83.0,0.0,312,9,1318,45,9,2013,Oct,SocSci,Pass
AAA,2013J,M,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,268,-136.0,268.0,keep,1.0,89.0,0.0,805,6,4035,92,9,2013,Oct,SocSci,Distinction
AAA,2013J,M,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,268,-180.0,268.0,keep,1.0,80.5,0.0,162,8,718,32,9,2013,Oct,SocSci,Pass
AAA,2013J,F,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,268,-62.0,268.0,keep,1.0,70.5,0.0,331,7,1231,74,9,2013,Oct,SocSci,Pass
AAA,2013J,M,London Region,Lower Than A Level,50-60%,35-55,0,60,N,268,-54.0,268.0,keep,1.0,63.5,0.0,163,6,330,39,9,2013,Oct,SocSci,Pass
AAA,2013J,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,268,-73.0,166.0,keep,1.0,69.0,0.0,226,7,1062,33,9,2013,Oct,SocSci,Withdrawn
