code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,course_length,date_registration,date_unregistration,status,prop_submissions,avg_score,submission_distance,stu_activity_count,stu_activity_type_count,stu_total_clicks,stu_days_active,mod_pres_vle_type_count,year,month,subject,final_result
AAA,2013J,M,East Anglian Region,HE Qualification,90-100%,55<=,0,240,N,268,-159.0,268.0,keep,1.0,82.0,0.0,152,6,791,34,9,2013,Oct,SocSci,Pass
AAA,2013J,F,Scotland,HE Qualification,20-30%,35-55,0,60,N,268,-53.0,268.0,keep,1.0,68.0,0.0,396,7,1329,74,9,2013,Oct,SocSci,Pass
AAA,2013J,F,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,268,-52.0,268.0,keep,1.0,76.25,0.0,573,8,1865,103,9,2013,Oct,SocSci,Pass
AAA,2013J,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,268,-176.0,268.0,keep,1.0,49.25,0.0,294,7,913,59,9,2013,Oct,SocSci,Pass
AAA,2013J,M,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,268,-110.0,268.0,keep,1.0,68.0,0.0,555,7,1772,110,9,2013,Oct,SocSci,Pass
AAA,2013J,M,Scotland,HE Qualification,30-40%,0-35,0,60,N,268,-67.0,268.0,keep,1.0,68.0,0.0,317,8,1313,80,9,2013,Oct,SocSci,Pass
AAA,2013J,F,North Western Region,A Level or Equivalent,90-100%,0-35,0,120,N,268,-29.0,268.0,keep,1.0,72.25,0.0,421,7,1161,83,9,2013,Oct,SocSci,Pass
AAA,2013J,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,N,268,-33.0,268.0,keep,1.0,71.75,0.0,485,8,1523,101,9,2013,Oct,SocSci,Pass
AAA,2013J,M,South Region,Lower Than A Level,70-80%,35-55,0,60,N,268,-103.0,268.0,keep,1.0,75.5,0.0,326,7,1115,80,9,2013,Oct,SocSci,Pass
AAA,2013J,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,268,-47.0,268.0,keep,1.0,72.0,0.0,443,8,1509,103,9,2013,Oct,SocSci,Pass
AAA,2013J,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,268,-59.0,268.0,keep,1.0,76.0,0.0,273,7,951,48,9,2013,Oct,SocSci,Pass
AAA,2013J,F,North Western Region,HE Qualification,50-60%,0-35,0,60,N,268,-68.0,268.0,keep,1.0,75.75,0.0,773,8,2632,119,9,2013,Oct,SocSci,Pass
AAA,2013J,M,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,268,-67.0,268.0,keep,1.0,69.75,0.0,654,7,2503,143,9,2013,Oct,SocSci,Pass
AAA,2013J,F,West Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,268,-95.0,268.0,keep,1.0,60.0,0.0,190,9,1018,42,9,2013,Oct,SocSci,Pass
AAA,2013J,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,150,N,268,-50.0,268.0,keep,1.0,48.5,0.0,67,6,110,13,9,2013,Oct,SocSci,Fail
AAA,2013J,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,268,-107.0,268.0,keep,1.0,66.25,0.0,585,7,2424,98,9,2013,Oct,SocSci,Pass
AAA,2013J,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,268,-27.0,268.0,keep,1.0,72.0,0.0,236,6,593,74,9,2013,Oct,SocSci,Pass
AAA,2013J,M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,268,-31.0,268.0,keep,1.0,74.25,0.0,427,7,1320,102,9,2013,Oct,SocSci,Pass
AAA,2013J,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,268,-107.0,268.0,keep,1.0,60.25,0.0,353,7,2775,80,9,2013,Oct,SocSci,Pass
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,268,-62.0,268.0,keep,1.0,69.0,0.0,192,8,570,44,9,2013,Oct,SocSci,Pass
AAA,2013J,M,South Region,Lower Than A Level,80-90%,35-55,0,60,N,268,-103.0,268.0,keep,1.0,72.25,0.0,804,7,3647,126,9,2013,Oct,SocSci,Pass
AAA,2013J,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,268,-107.0,268.0,keep,1.0,82.5,0.0,666,7,1653,152,9,2013,Oct,SocSci,Pass
AAA,2013J,M,London Region,HE Qualification,60-70%,0-35,0,60,N,268,-100.0,268.0,keep,1.0,75.5,0.0,247,7,968,48,9,2013,Oct,SocSci,Pass
AAA,2013J,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,268,-107.0,268.0,keep,1.0,50.5,0.0,175,5,627,36,9,2013,Oct,SocSci,Pass
AAA,2013J,M,East Anglian Region,HE Qualification,80-90%,35-55,0,60,N,268,-110.0,268.0,keep,1.0,62.0,0.0,307,6,905,59,9,2013,Oct,SocSci,Pass
AAA,2013J,F,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,268,-43.0,268.0,keep,0.5,40.0,220.0,517,9,2129,118,9,2013,Oct,SocSci,Pass
AAA,2013J,M,Yorkshire Region,Lower Than A Level,60-70%,35-55,0,60,N,268,-26.0,268.0,keep,1.0,77.5,0.0,846,8,3038,162,9,2013,Oct,SocSci,Pass
AAA,2013J,M,Yorkshire Region,HE Qualification,60-70%,35-55,0,60,N,268,-68.0,268.0,keep,1.0,77.5,0.0,377,8,1114,98,9,2013,Oct,SocSci,Pass
